price,price_per_m2,area,district,floors,toilets,bedrooms,balcony,street_frontage,legal,interior,date,district_encoded
"4,2 tỷ","~72,41 triệu/m²",58.0,Tây Hồ,,1 phòng,1 phòng,1,0.0,1,0,2025-03-06,23
380 triệu/m²,"~30,4 tỷ",80.0,Hai Bà Trưng,5 tầng,,,1,5.0,1,1,2025-03-06,5
"6,5 tỷ","~185,71 triệu/m²",35.0,Cầu Giấy,4 tầng,3 phòng,4 phòng,0,0.0,1,1,2025-03-06,3
"3,85 tỷ","~74,04 triệu/m²",52.0,Đông Anh,3 tầng,2 phòng,3 phòng,0,5.0,1,1,2025-03-06,25
60 tỷ,~400 triệu/m²,150.0,Cầu Giấy,,,,0,8.0,0,0,2025-03-06,3
"4,65 tỷ","~48,95 triệu/m²",95.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,12
Thỏa thuận,,39.0,Đông Anh,3 tầng,2 phòng,2 phòng,0,5.0,1,1,2025-03-06,25
"7,48 tỷ","~213,71 triệu/m²",35.0,Đống Đa,4 tầng,3 phòng,4 phòng,0,3.2,1,1,2025-03-06,26
200 triệu/m²,~15 tỷ,75.0,Gia Lâm,,,,0,0.0,0,0,2025-03-06,4
Thỏa thuận,,45.0,Cầu Giấy,6 tầng,4 phòng,4 phòng,0,0.0,1,1,2025-03-06,3
20 tỷ,"~208,33 triệu/m²",96.0,Đan Phượng,,,,0,0.0,1,0,2025-03-06,24
"9,9 tỷ","~212,9 triệu/m²",46.5,Tây Hồ,5 tầng,4 phòng,5 phòng,0,0.0,1,0,2025-03-06,23
"13,85 tỷ","~307,78 triệu/m²",45.0,Long Biên,,,,0,3.95,1,1,2025-03-06,10
"2,5 tỷ","~62,5 triệu/m²",40.0,Đông Anh,1 tầng,1 phòng,2 phòng,0,6.95,1,1,2025-03-06,25
"5,25 tỷ","~66,96 triệu/m²",78.4,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,0,2025-03-06,12
"12,95 tỷ","~199,23 triệu/m²",65.0,Nam Từ Liêm,,,,0,0.0,1,0,2025-03-06,12
Thỏa thuận,,86.0,Cầu Giấy,,,,0,0.0,0,0,2025-03-06,3
"3,46 tỷ","~64,07 triệu/m²",54.0,Nam Từ Liêm,,1 phòng,2 phòng,0,0.0,1,1,2025-03-06,12
"4,34 tỷ","~66,77 triệu/m²",65.0,Đống Đa,,1 phòng,2 phòng,0,0.0,1,1,2025-03-06,26
"17,99 tỷ","~299,83 triệu/m²",60.0,Cầu Giấy,5 tầng,3 phòng,4 phòng,0,5.0,1,1,2025-03-06,3
16 tỷ,"~181,82 triệu/m²",88.0,Đan Phượng,4 tầng,4 phòng,6 phòng,1,8.0,1,0,2025-03-06,24
"16,5 tỷ","~117,86 triệu/m²",140.0,Nam Từ Liêm,,2 phòng,4 phòng,0,0.0,1,1,2025-03-06,12
"6,2 tỷ",~155 triệu/m²,40.0,Thanh Xuân,5 tầng,5 phòng,7 phòng,0,5.0,1,0,2025-03-06,20
"5,6 tỷ","~47,86 triệu/m²",117.0,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,3
Thỏa thuận,,77.0,Hà Đông,,2 phòng,2 phòng,0,0.0,1,0,2025-03-06,9
"3,25 tỷ","~64,48 triệu/m²",50.4,Đông Anh,2 tầng,2 phòng,3 phòng,0,6.0,1,1,2025-03-06,25
28 tỷ,~250 triệu/m²,112.0,Hà Đông,5 tầng,5 phòng,5 phòng,0,5.0,1,1,2025-03-06,9
"18,78 tỷ","~276,18 triệu/m²",68.0,Hà Đông,5 tầng,7 phòng,6 phòng,1,5.0,1,1,2025-03-06,9
"2,25 tỷ","~40,91 triệu/m²",55.0,Cầu Giấy,,1 phòng,2 phòng,0,0.0,1,1,2025-03-06,3
"6,4 tỷ","~182,86 triệu/m²",35.0,Thanh Xuân,4 tầng,3 phòng,4 phòng,0,3.0,1,0,2025-03-06,20
"8,2 tỷ","~210,26 triệu/m²",39.0,Tây Hồ,5 tầng,4 phòng,4 phòng,1,8.0,1,1,2025-03-06,23
56 tỷ,"~622,22 triệu/m²",90.0,Đống Đa,5 tầng,8 phòng,12 phòng,0,15.0,1,1,2025-03-06,26
"31,8 tỷ",~424 triệu/m²,75.0,Cầu Giấy,5 tầng,,,0,5.0,1,0,2025-03-06,3
"8,6 tỷ","~204,76 triệu/m²",42.0,Đống Đa,5 tầng,,7 phòng,0,4.5,0,0,2025-03-06,26
Thỏa thuận,,80.0,Nam Từ Liêm,7 tầng,20 phòng,20 phòng,0,5.0,1,1,2025-03-06,12
125 tỷ,"~757,58 triệu/m²",165.0,Thanh Xuân,,,,0,0.0,1,1,2025-03-06,20
Thỏa thuận,,75.0,Đông Anh,5 tầng,5 phòng,5 phòng,1,5.0,1,1,2025-03-06,25
"10,9 tỷ","~78,99 triệu/m²",138.0,Nam Từ Liêm,,3 phòng,4 phòng,1,0.0,1,1,2025-03-06,12
Thỏa thuận,,114.0,Hà Đông,,,,0,0.0,0,0,2025-03-06,9
"7,3 tỷ","~89,79 triệu/m²",81.3,Long Biên,2 tầng,2 phòng,2 phòng,0,3.3,1,1,2025-03-06,10
27 tỷ,~450 triệu/m²,60.0,Hai Bà Trưng,7 tầng,,,0,0.0,1,0,2025-03-06,5
"7,7 tỷ","~87,5 triệu/m²",88.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,3
305 triệu/m²,"~45,75 tỷ",150.0,Hà Đông,5 tầng,5 phòng,8 phòng,0,10.0,1,0,2025-03-06,9
"4,7 tỷ","~67,14 triệu/m²",70.0,Bắc Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,1
"34,5 tỷ",~690 triệu/m²,50.0,Hoàn Kiếm,4 tầng,,,0,0.0,1,0,2025-03-06,7
20 tỷ,~80 triệu/m²,250.0,Hoài Đức,4 tầng,4 phòng,6 phòng,0,15.0,0,1,2025-03-06,6
5 tỷ,"~131,58 triệu/m²",38.0,Nam Từ Liêm,4 tầng,4 phòng,4 phòng,0,0.0,1,0,2025-03-06,12
"46,5 tỷ","~422,73 triệu/m²",110.0,Đống Đa,7 tầng,,,0,0.0,1,0,2025-03-06,26
"3,35 tỷ","~48,55 triệu/m²",69.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,9
"19,8 tỷ",~330 triệu/m²,60.0,Hoàng Mai,1 tầng,1 phòng,1 phòng,0,4.4,1,1,2025-03-06,8
91 tỷ,"~568,75 triệu/m²",160.0,Cầu Giấy,10 tầng,,,0,8.5,1,0,2025-03-06,3
"2,4 tỷ","~38,1 triệu/m²",63.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,8
"5,45 tỷ","~139,74 triệu/m²",39.0,Hoàng Mai,5 tầng,4 phòng,4 phòng,0,0.0,1,1,2025-03-06,8
"16,5 tỷ","~311,32 triệu/m²",53.0,Hà Đông,7 tầng,8 phòng,6 phòng,0,0.0,0,1,2025-03-06,9
"2,89 tỷ","~60,46 triệu/m²",47.8,Nam Từ Liêm,,,1 phòng,0,0.0,1,1,2025-03-06,12
"8,6 tỷ","~150,88 triệu/m²",57.0,Tây Hồ,5 tầng,4 phòng,5 phòng,0,4.5,1,1,2025-03-06,23
"1,86 tỷ","~66,43 triệu/m²",28.0,Nam Từ Liêm,,,,0,0.0,1,1,2025-03-06,12
9 tỷ,"~68,18 triệu/m²",132.0,Nam Từ Liêm,,3 phòng,4 phòng,1,0.0,1,1,2025-03-06,12
Thỏa thuận,,62.0,Hoàng Mai,5 tầng,4 phòng,6 phòng,0,5.0,1,1,2025-03-06,8
"4,7 tỷ","~180,77 triệu/m²",26.0,Hoàng Mai,5 tầng,3 phòng,3 phòng,0,0.0,1,1,2025-03-06,8
"2,06 tỷ","~67,99 triệu/m²",30.3,Nam Từ Liêm,,,,0,0.0,1,1,2025-03-06,12
Thỏa thuận,,240.0,Hà Đông,4 tầng,4 phòng,5 phòng,0,12.0,1,0,2025-03-06,9
9 tỷ,"~88,67 triệu/m²",101.5,Bắc Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,1
"1,95 tỷ","~68,66 triệu/m²",28.4,Nam Từ Liêm,,1 phòng,1 phòng,1,0.0,1,1,2025-03-06,12
Thỏa thuận,,74.0,Hà Đông,,1 phòng,2 phòng,1,0.0,1,0,2025-03-06,9
"4,5 tỷ","~57,69 triệu/m²",78.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,9
"7,3 tỷ","~182,5 triệu/m²",40.0,Nam Từ Liêm,,,,0,0.0,1,1,2025-03-06,12
"7,15 tỷ",~50 triệu/m²,143.0,Nam Từ Liêm,,3 phòng,4 phòng,1,0.0,1,1,2025-03-06,12
620 tỷ,,560.0,Hai Bà Trưng,16 tầng,,,0,16.0,1,0,2025-03-06,5
"16,8 tỷ",~420 triệu/m²,40.0,Đống Đa,7 tầng,6 phòng,6 phòng,0,4.15,1,0,2025-03-06,26
"16,8 tỷ","~212,66 triệu/m²",79.0,Hoàng Mai,6 tầng,4 phòng,6 phòng,0,5.0,1,1,2025-03-06,8
"5,2 tỷ","~55,91 triệu/m²",93.0,Bắc Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,1
"6,9 tỷ","~63,89 triệu/m²",108.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,12
38 tỷ,"~292,31 triệu/m²",130.0,Nam Từ Liêm,5 tầng,,,0,0.0,1,1,2025-03-06,12
"9,05 tỷ","~201,11 triệu/m²",45.0,Đống Đa,7 tầng,5 phòng,4 phòng,0,0.0,1,1,2025-03-06,26
"10,59 tỷ","~64,97 triệu/m²",163.0,Cầu Giấy,,,4 phòng,1,0.0,1,1,2025-03-06,3
"5,5 tỷ","~79,71 triệu/m²",69.0,Cầu Giấy,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,3
"7,9 tỷ","~197,5 triệu/m²",40.0,Cầu Giấy,5 tầng,3 phòng,3 phòng,0,3.5,1,0,2025-03-06,3
25 tỷ,"~333,33 triệu/m²",75.0,Hai Bà Trưng,,,,0,0.0,0,0,2025-03-06,5
"12,8 tỷ","~196,92 triệu/m²",65.0,Hà Đông,5 tầng,5 phòng,6 phòng,0,5.0,1,1,2025-03-06,9
9 tỷ,"~70,31 triệu/m²",128.0,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,20
Thỏa thuận,,104.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,0,2025-03-06,3
"10,3 tỷ","~59,53 triệu/m²",173.0,Cầu Giấy,,3 phòng,4 phòng,1,0.0,1,1,2025-03-06,3
"16,8 tỷ","~305,46 triệu/m²",55.0,Đống Đa,,,,0,4.5,1,1,2025-03-06,26
"2,6 tỷ","~43,33 triệu/m²",60.0,Gia Lâm,,1 phòng,2 phòng,1,0.0,1,1,2025-03-06,4
80 tỷ,"~266,67 triệu/m²",300.0,Cầu Giấy,7 tầng,6 phòng,6 phòng,0,10.0,1,0,2025-03-06,3
80 tỷ,~320 triệu/m²,250.0,Cầu Giấy,5 tầng,,,0,13.5,1,0,2025-03-06,3
"6,9 tỷ",~138 triệu/m²,50.0,Nam Từ Liêm,,,,0,0.0,1,0,2025-03-06,12
19 tỷ,"~197,92 triệu/m²",96.0,Đan Phượng,4 tầng,4 phòng,4 phòng,1,8.0,1,0,2025-03-06,24
"22,5 tỷ","~264,71 triệu/m²",85.0,Đông Anh,5 tầng,,,0,5.0,0,0,2025-03-06,25
"12,5 tỷ","~208,33 triệu/m²",60.0,Hà Đông,,,,0,0.0,0,1,2025-03-06,9
"9,39 tỷ","~71,68 triệu/m²",131.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,3
195 tỷ,"~733,08 triệu/m²",266.0,Tây Hồ,9 tầng,,,0,11.3,1,0,2025-03-06,23
"3,55 tỷ","~52,21 triệu/m²",68.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,0,2025-03-06,8
"4,5 tỷ",~90 triệu/m²,50.0,Thanh Trì,5 tầng,3 phòng,4 phòng,0,4.0,1,0,2025-03-06,19
"4,7 tỷ","~62,67 triệu/m²",75.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,8
"2,95 tỷ","~45,38 triệu/m²",65.0,Đống Đa,,1 phòng,3 phòng,0,0.0,1,1,2025-03-06,26
"7,5 tỷ","~197,37 triệu/m²",38.0,Hoàng Mai,5 tầng,3 phòng,4 phòng,0,0.0,1,1,2025-03-06,8
"8,9 tỷ","~197,78 triệu/m²",45.0,Tây Hồ,6 tầng,5 phòng,4 phòng,0,4.5,1,1,2025-03-06,23
Thỏa thuận,,80.0,Cầu Giấy,7 tầng,6 phòng,6 phòng,0,5.0,1,1,2025-03-06,3
Thỏa thuận,,50.0,Hà Đông,4 tầng,,,0,4.0,1,0,2025-03-06,9
"2,85 tỷ","~47,5 triệu/m²",60.0,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,4
"5,2 tỷ","~148,57 triệu/m²",35.0,Bắc Từ Liêm,5 tầng,4 phòng,4 phòng,0,0.0,1,0,2025-03-06,1
12 tỷ,"~193,55 triệu/m²",62.0,Nam Từ Liêm,1 tầng,,,0,10.0,1,0,2025-03-06,12
Thỏa thuận,,94.4,Long Biên,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,10
"7,5 tỷ","~214,29 triệu/m²",35.0,Cầu Giấy,5 tầng,3 phòng,3 phòng,0,4.5,1,1,2025-03-06,3
Thỏa thuận,,316.58,Hoài Đức,4 tầng,3 phòng,4 phòng,1,12.0,1,0,2025-03-06,6
"5,2 tỷ","~61,18 triệu/m²",85.0,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,3
Thỏa thuận,,237.35,Hà Đông,,,,0,0.0,1,0,2025-03-06,9
Thỏa thuận,,40.0,Cầu Giấy,6 tầng,4 phòng,4 phòng,0,6.0,1,1,2025-03-06,3
240 triệu/m²,"~19,2 tỷ",80.0,Hoài Đức,,4 phòng,4 phòng,0,5.0,1,1,2025-03-06,6
"2,45 tỷ","~51,04 triệu/m²",48.0,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,1,2025-03-06,4
160 triệu/m²,~38 tỷ,237.5,Hà Đông,4 tầng,3 phòng,5 phòng,1,15.0,1,0,2025-03-06,9
4 tỷ,"~53,33 triệu/m²",75.0,Gia Lâm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,4
"17,9 tỷ","~325,46 triệu/m²",55.0,Đống Đa,,5 phòng,4 phòng,0,0.0,1,1,2025-03-06,26
"27,5 tỷ","~150,27 triệu/m²",183.0,Tây Hồ,3 tầng,4 phòng,4 phòng,0,12.0,1,1,2025-03-06,23
"3,88 tỷ","~77,6 triệu/m²",50.0,Cầu Giấy,,,2 phòng,0,0.0,1,1,2025-03-06,3
Thỏa thuận,,100.0,Long Biên,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,10
"6,7 tỷ","~70,08 triệu/m²",95.6,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,3
"6,8 tỷ","~56,67 triệu/m²",120.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,12
Thỏa thuận,,210.0,Hoài Đức,3 tầng,4 phòng,6 phòng,0,0.0,1,1,2025-03-06,6
Thỏa thuận,,123.8,Hoài Đức,4 tầng,4 phòng,4 phòng,1,6.0,1,1,2025-03-06,6
"7,95 tỷ","~220,83 triệu/m²",36.0,Long Biên,6 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-06,10
"7,2 tỷ","~146,94 triệu/m²",49.0,Cầu Giấy,5 tầng,3 phòng,4 phòng,0,3.7,1,1,2025-03-06,3
16 tỷ,~320 triệu/m²,50.0,Hà Đông,6 tầng,4 phòng,4 phòng,0,4.0,1,1,2025-03-06,9
160 tỷ,,160.0,Hai Bà Trưng,10 tầng,,,0,8.0,1,1,2025-03-06,5
"10,5 tỷ","~169,36 triệu/m²",62.0,Tây Hồ,5 tầng,4 phòng,4 phòng,0,6.0,1,1,2025-03-06,23
66 tỷ,"~653,46 triệu/m²",101.0,Tây Hồ,9 tầng,16 phòng,12 phòng,1,0.0,1,1,2025-03-06,23
"14,38 tỷ","~266,3 triệu/m²",54.0,Hà Đông,4 tầng,4 phòng,5 phòng,0,5.0,1,1,2025-03-06,9
33 tỷ,~150 triệu/m²,220.0,Hà Đông,,,,0,10.0,1,0,2025-03-06,9
"16,8 tỷ","~318,79 triệu/m²",52.7,Long Biên,5 tầng,5 phòng,6 phòng,0,5.7,1,1,2025-03-06,10
"8,5 tỷ","~93,41 triệu/m²",91.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,3
"6,5 tỷ","~185,71 triệu/m²",35.0,Bắc Từ Liêm,5 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-03-06,1
"7,6 tỷ",~95 triệu/m²,80.0,Gia Lâm,,2 phòng,3 phòng,1,0.0,1,0,2025-03-06,4
"6,6 tỷ",~200 triệu/m²,33.0,Nam Từ Liêm,5 tầng,4 phòng,3 phòng,0,3.5,1,1,2025-03-06,12
"5,9 tỷ","~68,6 triệu/m²",86.0,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,3
"6,7 tỷ","~82,72 triệu/m²",81.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,20
27 tỷ,"~317,65 triệu/m²",85.0,Hoàng Mai,4 tầng,3 phòng,3 phòng,0,4.5,1,0,2025-03-06,8
Thỏa thuận,,93.0,Thanh Xuân,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,20
Thỏa thuận,,65.0,Thanh Xuân,7 tầng,,19 phòng,0,0.0,1,1,2025-03-06,20
29 tỷ,"~161,11 triệu/m²",180.0,Hà Đông,,,,0,0.0,0,0,2025-03-06,9
Thỏa thuận,,98.0,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,3
"11,5 tỷ","~107,28 triệu/m²",107.2,Tây Hồ,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,23
20 tỷ,"~242,42 triệu/m²",82.5,Hà Đông,4 tầng,,,0,0.0,1,0,2025-03-06,9
14 tỷ,"~215,38 triệu/m²",65.0,Cầu Giấy,,13 phòng,13 phòng,0,0.0,1,1,2025-03-06,3
"6,6 tỷ","~78,29 triệu/m²",84.3,Tây Hồ,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,23
"21,5 tỷ","~335,94 triệu/m²",64.0,Thanh Xuân,4 tầng,3 phòng,4 phòng,0,0.0,1,0,2025-03-06,20
50 tỷ,"~980,39 triệu/m²",51.0,Hoàn Kiếm,,,,0,14.0,1,0,2025-03-06,7
"6,5 tỷ","~144,44 triệu/m²",45.0,Hoàng Mai,5 tầng,4 phòng,6 phòng,1,3.7,1,1,2025-03-06,8
"5,8 tỷ","~181,25 triệu/m²",32.0,Hoàng Mai,5 tầng,4 phòng,3 phòng,0,4.0,1,1,2025-03-06,8
Thỏa thuận,,62.0,Đan Phượng,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,24
"12,3 tỷ","~351,43 triệu/m²",35.0,Thanh Xuân,,,,0,0.0,1,0,2025-03-06,20
"5,45 tỷ","~143,42 triệu/m²",38.0,Hà Đông,2 tầng,2 phòng,3 phòng,0,4.0,1,1,2025-03-06,9
5 tỷ,"~59,52 triệu/m²",84.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,12
250 triệu/m²,"~15,75 tỷ",63.0,Đông Anh,5 tầng,4 phòng,4 phòng,1,5.0,1,1,2025-03-06,25
"2,98 tỷ","~45,85 triệu/m²",65.0,Ba Đình,,2 phòng,2 phòng,0,0.0,1,0,2025-03-06,0
"14,5 tỷ",~290 triệu/m²,50.0,Hà Đông,7 tầng,,15 phòng,0,5.0,1,0,2025-03-06,9
"6,48 tỷ",~162 triệu/m²,40.0,Hai Bà Trưng,,,,0,0.0,1,0,2025-03-06,5
Thỏa thuận,,72.6,Hà Đông,,2 phòng,2 phòng,0,0.0,0,1,2025-03-06,9
57 tỷ,~570 triệu/m²,100.0,Hoàn Kiếm,2 tầng,,,0,4.5,1,1,2025-03-06,7
Thỏa thuận,,54.0,Hà Đông,,1 phòng,2 phòng,0,0.0,0,1,2025-03-06,9
21 tỷ,"~262,5 triệu/m²",80.0,Đông Anh,5 tầng,5 phòng,5 phòng,1,5.0,1,1,2025-03-06,25
31 tỷ,"~469,7 triệu/m²",66.0,Cầu Giấy,5 tầng,4 phòng,4 phòng,0,16.0,1,1,2025-03-06,3
"6,5 tỷ","~63,72 triệu/m²",102.0,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,1
"5,7 tỷ","~63,33 triệu/m²",90.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,9
25 tỷ,"~238,1 triệu/m²",105.0,Cầu Giấy,5 tầng,6 phòng,6 phòng,0,5.0,1,1,2025-03-06,3
"4,5 tỷ","~64,29 triệu/m²",70.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,12
17 tỷ,~170 triệu/m²,100.0,Hà Đông,,,,0,5.0,0,0,2025-03-06,9
"7,07 tỷ","~72,14 triệu/m²",98.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,0,1,2025-03-06,12
"7,5 tỷ","~182,93 triệu/m²",41.0,Hoàng Mai,4 tầng,3 phòng,4 phòng,0,0.0,1,1,2025-03-06,8
34 tỷ,"~539,68 triệu/m²",63.0,Thanh Xuân,,,,0,0.0,1,1,2025-03-06,20
145 tỷ,"~739,8 triệu/m²",196.0,Cầu Giấy,,,,0,0.0,1,0,2025-03-06,3
30 tỷ,~200 triệu/m²,150.0,Gia Lâm,4 tầng,,,0,8.5,1,1,2025-03-06,4
"6,5 tỷ","~76,47 triệu/m²",85.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,3
"6,7 tỷ","~183,56 triệu/m²",36.5,Đống Đa,5 tầng,4 phòng,3 phòng,0,4.2,1,1,2025-03-06,26
13 tỷ,"~216,67 triệu/m²",60.0,Hoàn Kiếm,,1 phòng,2 phòng,0,0.0,1,0,2025-03-06,7
"7,59 tỷ","~166,45 triệu/m²",45.6,Đống Đa,3 tầng,3 phòng,3 phòng,0,0.0,1,1,2025-03-06,26
"5,85 tỷ","~181,68 triệu/m²",32.2,Đống Đa,4 tầng,4 phòng,3 phòng,0,3.9,1,1,2025-03-06,26
17 tỷ,~340 triệu/m²,50.0,Hà Đông,6 tầng,4 phòng,4 phòng,0,4.0,0,0,2025-03-06,9
"15,85 tỷ","~211,33 triệu/m²",75.0,Nam Từ Liêm,5 tầng,,,0,4.5,1,1,2025-03-06,12
"4,1 tỷ","~61,19 triệu/m²",67.0,Hà Đông,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,9
27 tỷ,"~186,21 triệu/m²",145.0,Hà Đông,,,,0,0.0,1,0,2025-03-06,9
60 triệu/m²,"~7,02 tỷ",117.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-03-06,3
"3,8 tỷ","~56,72 triệu/m²",67.0,Hà Đông,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,9
Thỏa thuận,,66.8,Đông Anh,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,25
"6,55 tỷ","~180,94 triệu/m²",36.2,Bắc Từ Liêm,5 tầng,5 phòng,4 phòng,0,6.1,1,1,2025-03-06,1
Thỏa thuận,,520.0,Hoàn Kiếm,,,4 phòng,0,0.0,1,1,2025-03-06,7
"5,5 tỷ","~74,32 triệu/m²",74.0,Hai Bà Trưng,,2 phòng,2 phòng,0,0.0,0,1,2025-03-06,5
"4,3 tỷ","~66,15 triệu/m²",65.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,0,2025-03-06,12
Thỏa thuận,,82.0,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,0,2025-03-06,3
"8,75 tỷ","~243,06 triệu/m²",36.0,Thanh Xuân,6 tầng,5 phòng,4 phòng,0,5.0,1,1,2025-03-06,20
"20,5 tỷ","~465,91 triệu/m²",44.0,Đống Đa,5 tầng,3 phòng,4 phòng,0,4.7,1,1,2025-03-06,26
55 tỷ,"~289,47 triệu/m²",190.0,Nam Từ Liêm,4 tầng,,,0,12.0,1,0,2025-03-06,12
33 tỷ,"~402,44 triệu/m²",82.0,Ba Đình,7 tầng,,,0,0.0,1,1,2025-03-06,0
Thỏa thuận,,154.0,Ba Đình,,3 phòng,3 phòng,1,0.0,1,1,2025-03-06,0
"6,25 tỷ","~75,3 triệu/m²",83.0,Hai Bà Trưng,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,5
"5,8 tỷ",~290 triệu/m²,20.0,Ba Đình,4 tầng,,,0,0.0,0,0,2025-03-06,0
Thỏa thuận,,100.0,Đan Phượng,,,,0,0.0,0,0,2025-03-06,24
"5,8 tỷ","~128,89 triệu/m²",45.0,Gia Lâm,4 tầng,3 phòng,4 phòng,1,3.6,1,1,2025-03-06,4
"3,2 tỷ","~45,71 triệu/m²",70.0,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,3
"7,4 tỷ","~78,72 triệu/m²",94.0,Cầu Giấy,,2 phòng,2 phòng,0,0.0,1,1,2025-03-06,3
"5,6 tỷ","~186,67 triệu/m²",30.0,Long Biên,,,3 phòng,0,0.0,1,1,2025-03-06,10
"13,5 tỷ","~166,67 triệu/m²",81.0,Long Biên,4 tầng,4 phòng,4 phòng,1,4.5,1,1,2025-03-06,10
"6,6 tỷ","~178,38 triệu/m²",37.0,Hoàng Mai,4 tầng,4 phòng,5 phòng,0,0.0,1,1,2025-03-06,8
"2,65 tỷ","~44,92 triệu/m²",59.0,Nam Từ Liêm,,1 phòng,2 phòng,0,0.0,0,1,2025-03-06,12
Thỏa thuận,,111.67,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,0,2025-03-06,12
30 tỷ,~120 triệu/m²,250.0,Hà Đông,,,,0,0.0,1,1,2025-03-06,9
5 tỷ,"~58,14 triệu/m²",86.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-03-06,12
6 tỷ,"~187,5 triệu/m²",32.0,Hai Bà Trưng,5 tầng,4 phòng,3 phòng,1,3.8,1,1,2025-03-06,5
Thỏa thuận,,300.0,Hà Đông,4 tầng,5 phòng,10 phòng,0,22.0,0,0,2025-03-06,9
28 tỷ,"~130,23 triệu/m²",215.0,Hà Đông,,,,0,0.0,1,1,2025-03-06,9
"28,5 tỷ","~390,41 triệu/m²",73.0,Cầu Giấy,,,,0,0.0,1,0,2025-03-06,3
"7,3 tỷ","~76,84 triệu/m²",95.0,Hai Bà Trưng,,2 phòng,2 phòng,1,0.0,1,1,2025-03-06,5
Thỏa thuận,,220.0,Tây Hồ,3 tầng,,,0,0.0,0,0,2025-03-06,23
"17,8 tỷ","~254,29 triệu/m²",70.0,Long Biên,5 tầng,4 phòng,4 phòng,0,4.0,1,1,2025-03-06,10
26 tỷ,"~464,29 triệu/m²",56.0,Hai Bà Trưng,5 tầng,5 phòng,5 phòng,0,4.0,1,0,2025-03-06,5
73 tỷ,"~973,33 triệu/m²",75.0,Hoàn Kiếm,,,,0,5.5,1,0,2025-03-06,7
Thỏa thuận,,45.2,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,1,2025-03-06,4
35 tỷ,~175 triệu/m²,200.0,Hà Đông,4 tầng,,,0,0.0,1,0,2025-03-06,9
